gene,protein,reaction,model
G_100763024,P_100752739+100756936+100757815+100763024+100766302+100770431+100771541+100774535+103160361+103162776+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100766302,P_100752739+100756936+100757815+100763024+100766302+100770431+100771541+100774535+103160361+103162776+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100770431,P_100752739+100756936+100757815+100763024+100766302+100770431+100771541+100774535+103160361+103162776+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100771541,P_100752739+100756936+100757815+100763024+100766302+100770431+100771541+100774535+103160361+103162776+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100774535,P_100752739+100756936+100757815+100763024+100766302+100770431+100771541+100774535+103160361+103162776+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_103160361,P_100752739+100756936+100757815+100763024+100766302+100770431+100771541+100774535+103160361+103162776+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_103162776,P_100752739+100756936+100757815+100763024+100766302+100770431+100771541+100774535+103160361+103162776+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_3979187,P_100752739+100756936+100757815+100763024+100766302+100770431+100771541+100774535+103160361+103162776+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_3979188,P_100752739+100756936+100757815+100763024+100766302+100770431+100771541+100774535+103160361+103162776+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100752739,P_100752739+100756936+100760824+100763024+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100756936,P_100752739+100756936+100760824+100763024+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100760824,P_100752739+100756936+100760824+100763024+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100763024,P_100752739+100756936+100760824+100763024+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100766302,P_100752739+100756936+100760824+100763024+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100769978,P_100752739+100756936+100760824+100763024+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100770431,P_100752739+100756936+100760824+100763024+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100771541,P_100752739+100756936+100760824+100763024+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100774535,P_100752739+100756936+100760824+100763024+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_103160361,P_100752739+100756936+100760824+100763024+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_3979187,P_100752739+100756936+100760824+100763024+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_3979188,P_100752739+100756936+100760824+100763024+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100752739,P_100752739+100756936+100763024+100766108+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100756936,P_100752739+100756936+100763024+100766108+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100763024,P_100752739+100756936+100763024+100766108+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100766108,P_100752739+100756936+100763024+100766108+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100766302,P_100752739+100756936+100763024+100766108+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100769978,P_100752739+100756936+100763024+100766108+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100770431,P_100752739+100756936+100763024+100766108+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100771541,P_100752739+100756936+100763024+100766108+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100774535,P_100752739+100756936+100763024+100766108+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_103160361,P_100752739+100756936+100763024+100766108+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_3979187,P_100752739+100756936+100763024+100766108+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_3979188,P_100752739+100756936+100763024+100766108+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100752739,P_100752739+100756936+100763024+100766302+100769978+100770431+100771541+100774535+103160361+103162776+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100756936,P_100752739+100756936+100763024+100766302+100769978+100770431+100771541+100774535+103160361+103162776+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100763024,P_100752739+100756936+100763024+100766302+100769978+100770431+100771541+100774535+103160361+103162776+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100766302,P_100752739+100756936+100763024+100766302+100769978+100770431+100771541+100774535+103160361+103162776+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100769978,P_100752739+100756936+100763024+100766302+100769978+100770431+100771541+100774535+103160361+103162776+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100770431,P_100752739+100756936+100763024+100766302+100769978+100770431+100771541+100774535+103160361+103162776+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100771541,P_100752739+100756936+100763024+100766302+100769978+100770431+100771541+100774535+103160361+103162776+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100774535,P_100752739+100756936+100763024+100766302+100769978+100770431+100771541+100774535+103160361+103162776+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_103160361,P_100752739+100756936+100763024+100766302+100769978+100770431+100771541+100774535+103160361+103162776+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_103162776,P_100752739+100756936+100763024+100766302+100769978+100770431+100771541+100774535+103160361+103162776+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_3979187,P_100752739+100756936+100763024+100766302+100769978+100770431+100771541+100774535+103160361+103162776+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_3979188,P_100752739+100756936+100763024+100766302+100769978+100770431+100771541+100774535+103160361+103162776+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100754380,P_100754380+100756936+100757815+100760824+100763024+100766302+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100756936,P_100754380+100756936+100757815+100760824+100763024+100766302+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100757815,P_100754380+100756936+100757815+100760824+100763024+100766302+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100760824,P_100754380+100756936+100757815+100760824+100763024+100766302+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100763024,P_100754380+100756936+100757815+100760824+100763024+100766302+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100766302,P_100754380+100756936+100757815+100760824+100763024+100766302+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100770431,P_100754380+100756936+100757815+100760824+100763024+100766302+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100771541,P_100754380+100756936+100757815+100760824+100763024+100766302+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100774535,P_100754380+100756936+100757815+100760824+100763024+100766302+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_103160361,P_100754380+100756936+100757815+100760824+100763024+100766302+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_3979187,P_100754380+100756936+100757815+100760824+100763024+100766302+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_3979188,P_100754380+100756936+100757815+100760824+100763024+100766302+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100754380,P_100754380+100756936+100757815+100763024+100766108+100766302+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100756936,P_100754380+100756936+100757815+100763024+100766108+100766302+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100757815,P_100754380+100756936+100757815+100763024+100766108+100766302+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100763024,P_100754380+100756936+100757815+100763024+100766108+100766302+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100766108,P_100754380+100756936+100757815+100763024+100766108+100766302+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100766302,P_100754380+100756936+100757815+100763024+100766108+100766302+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100770431,P_100754380+100756936+100757815+100763024+100766108+100766302+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100771541,P_100754380+100756936+100757815+100763024+100766108+100766302+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100774535,P_100754380+100756936+100757815+100763024+100766108+100766302+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_103160361,P_100754380+100756936+100757815+100763024+100766108+100766302+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_3979187,P_100754380+100756936+100757815+100763024+100766108+100766302+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_3979188,P_100754380+100756936+100757815+100763024+100766108+100766302+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100754380,P_100754380+100756936+100757815+100763024+100766302+100770431+100771541+100774535+103160361+103162776+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100756936,P_100754380+100756936+100757815+100763024+100766302+100770431+100771541+100774535+103160361+103162776+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100757815,P_100754380+100756936+100757815+100763024+100766302+100770431+100771541+100774535+103160361+103162776+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100763024,P_100754380+100756936+100757815+100763024+100766302+100770431+100771541+100774535+103160361+103162776+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100766302,P_100754380+100756936+100757815+100763024+100766302+100770431+100771541+100774535+103160361+103162776+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100770431,P_100754380+100756936+100757815+100763024+100766302+100770431+100771541+100774535+103160361+103162776+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100771541,P_100754380+100756936+100757815+100763024+100766302+100770431+100771541+100774535+103160361+103162776+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100774535,P_100754380+100756936+100757815+100763024+100766302+100770431+100771541+100774535+103160361+103162776+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_103160361,P_100754380+100756936+100757815+100763024+100766302+100770431+100771541+100774535+103160361+103162776+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_103162776,P_100754380+100756936+100757815+100763024+100766302+100770431+100771541+100774535+103160361+103162776+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_3979187,P_100754380+100756936+100757815+100763024+100766302+100770431+100771541+100774535+103160361+103162776+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_3979188,P_100754380+100756936+100757815+100763024+100766302+100770431+100771541+100774535+103160361+103162776+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100754380,P_100754380+100756936+100760824+100763024+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100756936,P_100754380+100756936+100760824+100763024+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100760824,P_100754380+100756936+100760824+100763024+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100763024,P_100754380+100756936+100760824+100763024+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100766302,P_100754380+100756936+100760824+100763024+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100769978,P_100754380+100756936+100760824+100763024+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100770431,P_100754380+100756936+100760824+100763024+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100771541,P_100754380+100756936+100760824+100763024+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100774535,P_100754380+100756936+100760824+100763024+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_103160361,P_100754380+100756936+100760824+100763024+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_3979187,P_100754380+100756936+100760824+100763024+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_3979188,P_100754380+100756936+100760824+100763024+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100754380,P_100754380+100756936+100763024+100766108+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100756936,P_100754380+100756936+100763024+100766108+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100763024,P_100754380+100756936+100763024+100766108+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100766108,P_100754380+100756936+100763024+100766108+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100766302,P_100754380+100756936+100763024+100766108+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100769978,P_100754380+100756936+100763024+100766108+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100770431,P_100754380+100756936+100763024+100766108+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100771541,P_100754380+100756936+100763024+100766108+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100774535,P_100754380+100756936+100763024+100766108+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_103160361,P_100754380+100756936+100763024+100766108+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_3979187,P_100754380+100756936+100763024+100766108+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_3979188,P_100754380+100756936+100763024+100766108+100766302+100769978+100770431+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100754380,P_100754380+100756936+100763024+100766302+100769978+100770431+100771541+100774535+103160361+103162776+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100756936,P_100754380+100756936+100763024+100766302+100769978+100770431+100771541+100774535+103160361+103162776+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100763024,P_100754380+100756936+100763024+100766302+100769978+100770431+100771541+100774535+103160361+103162776+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100766302,P_100754380+100756936+100763024+100766302+100769978+100770431+100771541+100774535+103160361+103162776+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100769978,P_100754380+100756936+100763024+100766302+100769978+100770431+100771541+100774535+103160361+103162776+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100770431,P_100754380+100756936+100763024+100766302+100769978+100770431+100771541+100774535+103160361+103162776+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100771541,P_100754380+100756936+100763024+100766302+100769978+100770431+100771541+100774535+103160361+103162776+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100774535,P_100754380+100756936+100763024+100766302+100769978+100770431+100771541+100774535+103160361+103162776+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_103160361,P_100754380+100756936+100763024+100766302+100769978+100770431+100771541+100774535+103160361+103162776+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_103162776,P_100754380+100756936+100763024+100766302+100769978+100770431+100771541+100774535+103160361+103162776+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_3979187,P_100754380+100756936+100763024+100766302+100769978+100770431+100771541+100774535+103160361+103162776+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_3979188,P_100754380+100756936+100763024+100766302+100769978+100770431+100771541+100774535+103160361+103162776+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100756936,P_100756936+100757815+100760824+100763024+100766302+100770431+100771114+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100757815,P_100756936+100757815+100760824+100763024+100766302+100770431+100771114+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100760824,P_100756936+100757815+100760824+100763024+100766302+100770431+100771114+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100763024,P_100756936+100757815+100760824+100763024+100766302+100770431+100771114+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100766302,P_100756936+100757815+100760824+100763024+100766302+100770431+100771114+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100770431,P_100756936+100757815+100760824+100763024+100766302+100770431+100771114+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100771114,P_100756936+100757815+100760824+100763024+100766302+100770431+100771114+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100771541,P_100756936+100757815+100760824+100763024+100766302+100770431+100771114+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100774535,P_100756936+100757815+100760824+100763024+100766302+100770431+100771114+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_103160361,P_100756936+100757815+100760824+100763024+100766302+100770431+100771114+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_3979187,P_100756936+100757815+100760824+100763024+100766302+100770431+100771114+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_3979188,P_100756936+100757815+100760824+100763024+100766302+100770431+100771114+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100756936,P_100756936+100757815+100760824+100763024+100766302+100770431+100771541+100772366+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100757815,P_100756936+100757815+100760824+100763024+100766302+100770431+100771541+100772366+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100760824,P_100756936+100757815+100760824+100763024+100766302+100770431+100771541+100772366+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100763024,P_100756936+100757815+100760824+100763024+100766302+100770431+100771541+100772366+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100766302,P_100756936+100757815+100760824+100763024+100766302+100770431+100771541+100772366+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100770431,P_100756936+100757815+100760824+100763024+100766302+100770431+100771541+100772366+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100771541,P_100756936+100757815+100760824+100763024+100766302+100770431+100771541+100772366+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100772366,P_100756936+100757815+100760824+100763024+100766302+100770431+100771541+100772366+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100774535,P_100756936+100757815+100760824+100763024+100766302+100770431+100771541+100772366+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_103160361,P_100756936+100757815+100760824+100763024+100766302+100770431+100771541+100772366+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_3979187,P_100756936+100757815+100760824+100763024+100766302+100770431+100771541+100772366+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_3979188,P_100756936+100757815+100760824+100763024+100766302+100770431+100771541+100772366+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100756936,P_100756936+100757815+100763024+100766108+100766302+100770431+100771114+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100757815,P_100756936+100757815+100763024+100766108+100766302+100770431+100771114+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100763024,P_100756936+100757815+100763024+100766108+100766302+100770431+100771114+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100766108,P_100756936+100757815+100763024+100766108+100766302+100770431+100771114+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100766302,P_100756936+100757815+100763024+100766108+100766302+100770431+100771114+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100770431,P_100756936+100757815+100763024+100766108+100766302+100770431+100771114+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100771114,P_100756936+100757815+100763024+100766108+100766302+100770431+100771114+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100771541,P_100756936+100757815+100763024+100766108+100766302+100770431+100771114+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100774535,P_100756936+100757815+100763024+100766108+100766302+100770431+100771114+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_103160361,P_100756936+100757815+100763024+100766108+100766302+100770431+100771114+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_3979187,P_100756936+100757815+100763024+100766108+100766302+100770431+100771114+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_3979188,P_100756936+100757815+100763024+100766108+100766302+100770431+100771114+100771541+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100756936,P_100756936+100757815+100763024+100766108+100766302+100770431+100771541+100772366+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100757815,P_100756936+100757815+100763024+100766108+100766302+100770431+100771541+100772366+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100763024,P_100756936+100757815+100763024+100766108+100766302+100770431+100771541+100772366+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100766108,P_100756936+100757815+100763024+100766108+100766302+100770431+100771541+100772366+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
G_100766302,P_100756936+100757815+100763024+100766108+100766302+100770431+100771541+100772366+100774535+103160361+3979187+3979188,R_ATPS4m_cho,iCHOv1
